LOINC_NUM;COMPONENT;PROPERTY;TIME_ASPCT;SYSTEM;SCALE_TYP;METHOD_TYP;CLASS;VersionLastChanged;STATUS;CLASSTYPE;ORDER_OBS;EXTERNAL_COPYRIGHT_NOTICE;EXAMPLE_UNITS;LONG_COMMON_NAME;EXAMPLE_UCUM_UNITS;VersionFirstReleased;LHCForms;FormalName
x0030-0;Mean score - Antisocial personality disorder;Score;Pt;^Patient;Qn;DAWBA;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Antisocial personality disorder];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:DAWBA
x0030-1;Mean score - Alcohol and substance use;Score;Pt;^Patient;Qn;DAWBA;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Alcohol and substance use];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:DAWBA
x0030-2;Mean score - Psychosis;Score;Pt;^Patient;Qn;DAWBA;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Psychosis];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:DAWBA
x0031-0;Total score - Delinquenz;Score;Pt;^Patient;Qn;DBS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Delinquenz];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:DBS
x0031-1;Mean score - Delinquenz;Score;Pt;^Patient;Qn;DBS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Delinquenz];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:DBS
x0032-0;Standard score - Depression;Score;Pt;^Patient;Qn;DIKJ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Depression];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:DIKJ
x0033-0;Total score - Alkohol;Score;Pt;^Patient;Qn;DMQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:DMQ
x0034-0;Total score - Affiliation;Score;Pt;^Patient;Qn;DPA;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Affiliation];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:DPA
x0035-0; Total score - Alkohol;Score;Pt;^Patient;Qn;DRSEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score; Total score [Alkohol];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:DRSEQ
x0036-0;Standard score -Intelligenz( Rechtschreibung);Score;Pt;^Patient;Qn;DRT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score -Intelligenz( Rechtschreibung)];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:DRT
x0037-0;Total score - Essstörung;Score;Pt;^Patient;Qn;EDEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Essstörung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EDEQ
x0037-1;Mean score - Essstörung;Score;Pt;^Patient;Qn;EDEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Essstörung];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:EDEQ
x0038-0;Total score - Aufmerksamkeit;Score;Pt;^Patient;Qn;EDP;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Aufmerksamkeit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EDP
x0039-0;Total score - Freude am Kind;Score;Pt;^Patient;Qn;EMKK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Freude am Kind];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EMKK
x0039-1;Total score - Rigidität;Score;Pt;^Patient;Qn;EMKK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rigidität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EMKK
x0039-2;Total score - unglückliche Kindheit ;Score;Pt;^Patient;Qn;EMKK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [unglückliche Kindheit ];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EMKK
x0039-3;Total score - Überfürsorge aus Angst;Score;Pt;^Patient;Qn;EMKK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Überfürsorge aus Angst];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EMKK
x0039-4;Total score - niedrige Frustrationstoleranz;Score;Pt;^Patient;Qn;EMKK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [niedrige Frustrationstoleranz];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EMKK
x0039-5;Total score - Punitivität;Score;Pt;^Patient;Qn;EMKK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Punitivität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EMKK
x0039-6;Total score - Depressivität;Score;Pt;^Patient;Qn;EMKK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Depressivität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EMKK
x0039-7;Total score - Überforderung;Score;Pt;^Patient;Qn;EMKK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Überforderung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EMKK
x0039-8;Total score - Total score Mutter;Score;Pt;^Patient;Qn;EMKK;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Total score Mutter];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EMKK
x0040-4;Total score - Depression Mutter;Score;Pt;^Patient;Qn;EPDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Depression Mutter];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EPDS
x0040-3;Total score - Depression Vater;Score;Pt;^Patient;Qn;EPDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Depression Vater];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EPDS
x0040-0;Total score - Depression;Score;Pt;^Patient;Qn;EPDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Depression];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:EPDS
x0040-1;Total score - Rauchen (frequency);Score;Pt;^Patient;Qn;ESE;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen (frequency)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:ESE
x0040-2;Total score - Rauchen (quantity);Score;Pt;^Patient;Qn;ESE;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen (quantity)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:ESE
x0041-0;Age of onset (Alkohol);Time;Pt;^Patient;Qn;ESPAD;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Age of onset (Alkohol)[ESPAD];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:ESPAD
x0041-1;Age of onset (Drogen);Time;Pt;^Patient;Qn;ESPAD;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Age of onset (Drogen)[ESPAD];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:ESPAD
x0041-2;Total score - Alkohol(quantity);Score;Pt;^Patient;Qn;ESPAD;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol(quantity)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:ESPAD
x0041-3;Total score - Drogen(quantity);Score;Pt;^Patient;Qn;ESPAD;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Drogen(quantity)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:ESPAD
x0042-0;Mean score - Unaufmerksamkeit;Score;Pt;^Patient;Qn;FBB ADHS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Unaufmerksamkeit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:FBB ADHS
x0042-1;Mean score - Hyperaktivität;Score;Pt;^Patient;Qn;FBB ADHS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Hyperaktivität];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:FBB ADHS
x0043-0;Mean score - Impulsivität;Score;Pt;^Patient;Qn;FBB ADHS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Impulsivität];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:FBB ADHS
x0044-0;Standard score - Intelligenz(Rechnen);Score;Pt;^Patient;Qn;FBIT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Intelligenz(Rechnen)];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:FBIT
x0045-0;Standard score - Intelligenz(Visuomotorik);Score;Pt;^Patient;Qn;FEW;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Intelligenz(Visuomotorik)];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:FEW
x0046-0;Total score - Alkohol;Score;Pt;^Patient;Qn;Form 45 ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:Form 45 
x0046-1;Total score - Rauchen;Score;Pt;^Patient;Qn;Form45;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:Form45
x0046-2;Total score - Rauchen und Alkohol;Score;Pt;^Patient;Qn;Form45;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen und Alkohol];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:Form45
x0047-0;Total score - Rauchen (age of onset);Score;Pt;^Patient;Qn;FTND;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen (age of onset)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:FTND
x0047-1;Total score - Rauchen (quantity);Score;Pt;^Patient;Qn;FTND;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen (quantity)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:FTND
x0047-2;Total score - Rauchen (frequency);Score;Pt;^Patient;Qn;FTND;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen (frequency)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:FTND
x0047-3;Total score - andere Substanzen (age of onset);Score;Pt;^Patient;Qn;FTND;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [andere Substanzen (age of onset)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:FTND
x0047-4;Total score - andere Substanzen (quantity);Score;Pt;^Patient;Qn;FTND;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [andere Substanzen (quantity)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:FTND
x0047-5;Total score - andere Substanzen (frequency);Score;Pt;^Patient;Qn;FTND;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [andere Substanzen (frequency)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:FTND
x0047-6;Total score - Rauchen/Abhängigkeit;Score;Pt;^Patient;Qn;FTND;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rauchen/Abhängigkeit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:FTND
x0048-0;Total score - Depression;Score;Pt;^Patient;Qn;G-CDI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Depression];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:G-CDI
x0049-0;Total score - Lebensqualität;Score;Pt;^Patient;Qn;HRQOL;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Lebensqualität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:HRQOL
x0050-0;Total score - positive Emotionen;Score;Pt;^Patient;Qn;IBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [positive Emotionen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:IBQ
x0050-1;Total score - negative Emotionen;Score;Pt;^Patient;Qn;IBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [negative Emotionen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:IBQ
x0050-2;Total score - Beruhigbarkeit;Score;Pt;^Patient;Qn;IBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Beruhigbarkeit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:IBQ
x0050-3;Total score - Angst;Score;Pt;^Patient;Qn;IBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Angst];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:IBQ
x0050-4;Total score - Aktivität;Score;Pt;^Patient;Qn;IBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Aktivität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:IBQ
x0050-5;Total score - Gesamtscore;Score;Pt;^Patient;Qn;IBQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Gesamtscore];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:IBQ
x0051-0;Total score - Aufmerksamkeit;Score;Pt;^Patient;Qn;IDENT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Aufmerksamkeit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:IDENT
x0051-1;Mean score - Aufmerksamkeit;Score;Pt;^Patient;Qn;IDENT;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Aufmerksamkeit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IDENT
x0052-0;Mean score - kognitive Fähigkeiten;Score;Pt;^Patient;Qn;IDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [kognitive Fähigkeiten];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IDS
x0052-1;Mean score - Psychomotorik;Score;Pt;^Patient;Qn;IDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Psychomotorik];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IDS
x0052-2;Mean score - Sozial-emotionale Kompetenz;Score;Pt;^Patient;Qn;IDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Sozial-emotionale Kompetenz];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IDS
x0052-3;Mean score - Leistungsmotivation Durchschnittswert;Score;Pt;^Patient;Qn;IDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Leistungsmotivation Durchschnittswert];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IDS
x0052-4;Standard score - Intelligenz;Score;Pt;^Patient;Qn;IDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Intelligenz];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:IDS
x0052-5;Percent score - Intelligenz;Score;Pt;^Patient;Qn;IDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Percent score [Intelligenz];{score};0;FALSCH;Percent score:Score:Pt:^Patient:Qn:IDS
x0052-6;Mean score - Suchtverhalten;Score;Pt;^Patient;Qn;IDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Suchtverhalten];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IDS
x0052-7;Mean score - Unangenehme Emotionen;Score;Pt;^Patient;Qn;IDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Unangenehme Emotionen];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IDS
x0052-8;Mean score - Körperliches Unwohlsein;Score;Pt;^Patient;Qn;IDS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Körperliches Unwohlsein];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IDS
x0053-0;Mean score - Persönlichkeit;Score;Pt;^Patient;Qn;IRI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Persönlichkeit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IRI
x0053-1;Mean score - Fantasie;Score;Pt;^Patient;Qn;IRI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Fantasie];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IRI
x0053-2;Mean score - Empathie;Score;Pt;^Patient;Qn;IRI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Empathie];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:IRI
x0053-3;Standard score - Persönlichkeit;Score;Pt;^Patient;Qn;IRI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Persönlichkeit];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:IRI
x0053-4;Standard score - Fantasie;Score;Pt;^Patient;Qn;IRI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Fantasie];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:IRI
x0053-6;Standard score - Perspektive;Score;Pt;^Patient;Qn;IRI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Empathie];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:IRI
x0053-5;Standard score - Empathie;Score;Pt;^Patient;Qn;IRI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Empathie];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:IRI
x0054-0;Mean score - Neugierverhalten;Score;Pt;^Patient;Qn;JTCI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Neugierverhalten];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JTCI
x0054-1;Mean score - Schadensvermeidung;Score;Pt;^Patient;Qn;JTCI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Schadensvermeidung];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JTCI
x0054-2;Mean score - Belohnungsabhängigkeit;Score;Pt;^Patient;Qn;JTCI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Belohnungsabhängigkeit];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JTCI
x0054-3;Mean score - Persistenz;Score;Pt;^Patient;Qn;JTCI;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Persistenz];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JTCI
x0055-0;Mean score - Conventional Crime;Score;Pt;^Patient;Qn;JVQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Conventional Crime];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JVQ
x0055-1;Mean score - Child Maltreatment;Score;Pt;^Patient;Qn;JVQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Child Maltreatment];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JVQ
x0055-2;Mean score - Peer Victimization ;Score;Pt;^Patient;Qn;JVQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Peer Victimization ];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JVQ
x0055-3;Mean score - Sibling Victimization;Score;Pt;^Patient;Qn;JVQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Sibling Victimization];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JVQ
x0055-4;Mean score - Witnessing  ;Score;Pt;^Patient;Qn;JVQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Witnessing  ];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JVQ
x0055-5;Mean score - Indirect Victimization;Score;Pt;^Patient;Qn;JVQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Indirect Victimization];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JVQ
x0055-6;Mean score - Sexual Assault;Score;Pt;^Patient;Qn;JVQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Sexual Assault];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:JVQ
x0056-0;Total score - Stress;Score;Pt;^Patient;Qn;K6+;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Stress];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:K6+
x0057-0;Total score - Rechnen;Score;Pt;^Patient;Qn;K-ABC ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Rechnen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:K-ABC 
x0057-1;Standard score - Rechnen;Score;Pt;^Patient;Qn;K-ABC ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Rechnen];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:K-ABC 
x0057-0;Total score - Lebensqualität;Score;Pt;^Patient;Qn;KINDL;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Lebensqualität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:KINDL
x0057-1;Standard score - Lebensqualität;Score;Pt;^Patient;Qn;KINDL;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Standard score [Lebensqualität];{score};0;FALSCH;Standard score:Score:Pt:^Patient:Qn:KINDL
x0058-0;Mean score - Impulsivität;Score;Pt;^Patient;Qn;KIRBY;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Impulsivität];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:KIRBY
x0058-1;Total score - Impulsivität;Score;Pt;^Patient;Qn;KIRBY;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Impulsivität];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:KIRBY
x0059-0;Mean score - Psychotpathologie;Score;Pt;^Patient;Qn;K-SADS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Psychotpathologie];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:K-SADS
x0059-1;Total score - Psychotpathologie;Score;Pt;^Patient;Qn;K-SADS;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Psychotpathologie];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:K-SADS
x0060-0;Total score - Alkohol (frequency);Score;Pt;^Patient;Qn;LDH;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol (frequency)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LDH
x0060-1;Total score - Alkohol (quantity);Score;Pt;^Patient;Qn;LDH;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Alkohol (quantity)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LDH
x0061-0;Total score - Family/Parents;Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Family/Parents];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LEQ
x0061-1;Total score - Accident/lllness;Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Accident/lllness];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LEQ
x0061-2;Total score - Sexuality;Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Sexuality];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LEQ
x0061-3;Total score - Autonomy;Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Autonomy];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LEQ
x0061-4;Total score - Deviance;Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Deviance];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LEQ
x0061-5;Total score - Relocation;Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Relocation];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LEQ
x0061-6;Total score - Distress;Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Distress];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LEQ
x0061-7;Mean score - Valenz;Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Valenz];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:LEQ
x0061-8;Mean score - Lebensereignisse (letztes Jahr);Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Lebensereignisse (letztes Jahr)];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:LEQ
x0061-9;Mean score - Lebensereignisse (allgemiein);Score;Pt;^Patient;Qn;LEQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Mean score [Lebensereignisse (allgemein)];{score};0;FALSCH;Mean score:Score:Pt:^Patient:Qn:LEQ
x0062-0;Total score - Lebensereignisse (Gesamt);Score;Pt;^Patient;Qn;LES;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Lebensereignisse (Gesamt)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LES
x0062-1;Total score - Lebensereignisse (positiv);Score;Pt;^Patient;Qn;LES;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Lebensereignisse (positiv)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LES
x0062-2;Total score - Lebensereignisse (negativ);Score;Pt;^Patient;Qn;LES;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Lebensereignisse (negativ)];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:LES
x0063-0;Total score - Gesamtscore;Score;Pt;^Patient;Qn;MAQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Gesamtscore];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MAQ
x0063-1;Total score - Sicherheit;Score;Pt;^Patient;Qn;MAQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Sicherheit];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MAQ
x0063-2;Total score - Vermeidung;Score;Pt;^Patient;Qn;MAQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Vermeidung];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MAQ
x0063-3;Total score - Ambivalenz-Sorgen;Score;Pt;^Patient;Qn;MAQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Ambivalenz-Sorgen];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MAQ
x0063-4;Total score - Ambivalenz-Merger;Score;Pt;^Patient;Qn;MAQ;SURVEY.MTLHLTH;0;ACTIVE;4;Observation;-;score;Total score [Ambivalenz-Merger];{score};0;FALSCH;Total score:Score:Pt:^Patient:Qn:MAQ
